Исходные данные,Референс,Классификатор 
вихрь Y8-89-0P12-0136 Микробиологический,симуляция Y8-89-0P12-0136 ,1
водоснабжение CO-54-NC23-2197 Полупроводниковый,диспергирование CO-54-NC23-2197 ,1
гидрамеханика EW-94-APS1-4185 ,гидрамеханика EW-98-APS1-4185 ,0
шпатель 32-95-D8C1-9389 Сверхпроводящий,переименование 32-95-D8C1-9389 ,1
клапан HU-45-8V7F-0449 ,клапан HU-45-8V7F-0479 ,0
пилка GA-47-WAYE-9506 Конструктивный,расчет GA-47-WAYE-9506 Энергетический,1
клапан W2-63-JQGK-3967 Механический,последовательность W2-63-JQGK-3967 ,1
диспергирование M5-77-I41M-3032 ,диспергирование E3-01-UPOE-5594 ,0
полумесяц M9-66-B8Q1-8701 Силовой,станция M9-66-B8Q1-8701 Кибернетический,1
аттестация ZR-13-99SJ-0248 Микробиологический,аттестация ZR-13-99SJ-0748 Микробиологический,0
аналитика 0M-40-ZH2R-8011 ,аналитика JH-68-UXWS-2224 ,0
тент Y9-71-I9ZT-4260 ,кисточка Y9-71-I9ZT-4260 ,1
дырокол MN-36-KFHH-1123 Вибрационный,ассоциация MN-36-KFHH-1123 ,1
каталогизация MZ-13-YRNP-7424 ,такометр MZ-13-YRNP-7424 ,1
врезка FY-65-C1XF-8371 ,врезка 1Y-65-C1XF-8371 ,0
кисточка RH-62-SBFG-8075 Автоматический,двутавр RH-62-SBFG-8075 ,1
рельс CV-24-D00O-1796 ,рельс CV-24-D00O21796 ,0
плоскогубцы IS-09-K4C6-9221 Технический,плоскогубцы IS-09-K4C649221 Технический,0
щетка 3J-68-3VNS-4703 ,щетка 1U-27-216F-7349 ,0
олово VT-43-RBBV-6957 Экологический,олово VT543-RBBV-6957 Экологический,0
электродвигатель YU-70-UTTB-0836 Гидравлический,электродвигатель YU-70-UTTB-0836 ,1
уровень J5-79-XVH7-1707 Нанотехнологический,каталогизация J5-79-XVH7-1707 ,1
жесткость MU-00-K24X-7246 ,жесткость MU-00-424X-7246 ,0
крестовина 70-05-I9W5-5163 Химический,шуруповерт 70-05-I9W5-5163 Архитектурный,1
игла QG-51-3OM7-2084 ,игла QG-5103OM7-2084 ,0
тара VW-01-8B5L-0579 ,пила BK-61-M60V-8180 ,0
тиски MZ-44-PGP5-0322 Радиотехнический,сварка MZ-44-PGP5-0322 ,1
идеализация 6R-01-AOZA-2990 ,врезка 6R-01-AOZA-2990 ,1
крестовина CM-83-0A48-5601 ,крестовина 9I-82-YITA-6940 ,0
шпатель 5E-35-FWZP-4429 ,шпатель 5E-35-FWZP-4029 ,0
такометр 9Q-44-3E7A-1474 Биомедицинский,такометр 86-80-S48O-4087 Биомедицинский,0
уровень IZ-43-XZ3V-9758 Металлургический,полумесяц IZ-43-XZ3V-9758 Металлургический,1
циркуль G3-02-RSLQ-7608 Кинематический,циркуль BO-56-OZXB-1714 ,0
трапеция 14-24-R4JW-9911 Пневматический,пила 14-24-R4JW-9911 Пневматический,1
оружие WE-96-5FX3-1739 ,оружие WE496-5FX3-1739 ,0
клещи H3-75-FTFF-0648 Телекоммуникационный,молоток H3-75-FTFF-0648 Акустический,1
пилка 5M-79-AE7O-1851 ,термометр 5M-79-AE7O-1851 ,1
пилка X6-99-ADIB-4734 ,пилка NJ-06-LMW8-5243 ,0
лента 3K-87-EZTR-7584 ,лента 6C-64-S3LZ-3625 ,0
оврископ 85-77-LO0Q-2143 ,оврископ 85-77-LO0Q42143 ,0
молоток C6-15-36ME-7634 ,молоток C6-15-36M7-7634 ,0
аргон 4K-43-GSNK-2763 ,аргон JN-95-E6ID-5186 ,0
рулетка OH-43-0JM4-6966 ,рулетка OH-43-7JM4-6966 ,0
спарка UW-14-XCY8-5293 Вибрационный,спарка ZJ-40-KCB3-5233 Гидравлический,0
опробование 13-50-SBNG-2193 ,фильтр 13-50-SBNG-2193 ,1
паста 1I-83-0HWV-1893 ,паста 1I-83-0HWV-1823 ,0
двутавр R0-15-ZO8C-3517 ,тент MT-97-FQXC-7687 ,0
оврископ FJ-80-SO7U-0325 Архитектурный,градусник FJ-80-SO7U-0325 Термический,1
циркуль C8-14-QKZE-8073 ,нож C8-14-QKZE-8073 ,1
водоснабжение UW-05-TBS5-5400 ,водоснабжение UW-05-TBS5-5410 ,0
тренога 9M-30-HHB0-5815 Конструктивный,гидростатика 9M-30-HHB0-5815 ,1
шкала M5-48-W7EL-2572 Архитектурный,шкала M5-48-W7EL-2572 ,1
гвоздодер YU-50-27T2-9376 Биотехнологический,турбулентность YU-50-27T2-9376 ,1
ассоциация SB-40-Q687-3508 Химический,ассоциация SB-40-Q687-8508 Химический,0
лента XT-64-VIJO-8078 ,лента XT-64-VIJO-8878 ,0
шпатель QZ-56-4PA1-7524 Автоматический,гирокомпас QZ-56-4PA1-7524 ,1
клепка HB-53-MZKA-2623 Кибернетический,клепка HB-53-MZKA-2623 ,1
крестовина AQ-33-GYQX-2299 Расчетный,крестовина AQ-33-GYQX-2299 ,1
кисточка JE-11-K8FK-2285 Управляющий,кисточка JE-11-K8FK-2285 ,1
структурирование HK-14-AKKX-0654 Проектировочный,структурирование H0-14-AKKX-0654 Проектировочный,0
термометр O1-49-Z4AZ-1445 Технический,термометр O1-49-Z4AZ01445 ,0
каталогизация GJ-92-KFXA-5168 Метрологический,каталогизация GJ-92-KFXA-5168 ,1
имитация SY-30-TT6J-2432 Биотехнологический,расчет SY-30-TT6J-2432 ,1
струновка H0-26-CBSS-8783 Механический,турбулентность H0-26-CBSS-8783 Механический,1
компрессор I1-16-N0BP-9334 Проектировочный,компрессор I1-16-N0BP49334 Проектировочный,0
аттестация CP-81-PWVW-0342 ,аттестация CP-81-PWVW-0342 ,1
трапеция A0-80-EFXE-2385 ,трапеция A0-80-EFXE-2315 ,0
полумесяц 8W-30-R5Y8-4757 ,аттестация 8W-30-R5Y8-4757 ,1
аттестация AM-35-YYFU-8899 ,аттестация 6Y-91-RUB9-8902 ,0
станция P7-03-55B8-9926 ,станция VI-42-ZB7E-3359 ,0
паста TL-04-ONZX-3226 ,паста NW-41-1HV2-2918 ,0
энтузиазм 36-84-H59B-1694 Металлургический,энтузиазм 56-28-CCIW-4965 Металлургический,0
настой XM-09-5HY0-5637 ,настой X4-09-5HY0-5637 ,0
паяльник EE-18-V1FU-9127 Сверхпроводящий,паяльник EE-18-V1F4-9127 Сверхпроводящий,0
клапан YA-96-14V8-7990 ,клапан YA-96-14V877990 ,0
двутавр 3V-41-65IA-7139 Кибернетический,двутавр 3V-41-65IA-6139 Кибернетический,0
программатор ZG-36-BXXS-4281 Безопасностный,игла ZG-36-BXXS-4281 Микробиологический,1
тиски FT-45-ND9Y-9023 ,паяльник FT-45-ND9Y-9023 ,1
цилиндр 3N-64-8Q1S-4293 ,цилиндр 3N-64-8Q9S-4293 ,0
настой PZ-76-4SVO-2101 Ядерный,циркуль PZ-76-4SVO-2101 ,1
игла 0J-70-M83T-2395 Генетический,субкультура 0J-70-M83T-2395 Радиочастотный,1
водоснабжение BU-29-GI7V-9726 ,водоснабжение KW-58-N8W3-3794 ,0
оврископ OF-80-Q0XD-7932 Расчетный,оврископ OF-80-Q0XD77932 Расчетный,0
игла DD-21-4EQ3-6665 Фотографический,олово DD-21-4EQ3-6665 ,1
ключ HJ-14-ZIA3-2056 ,ключ A3-58-J7AP-9490 ,0
станция UM-03-E9KQ-6683 Полупроводниковый,станция 75-10-ZAY8-9389 Полупроводниковый,0
паста MP-94-T7DK-2255 Кибернетический,компрессор MP-94-T7DK-2255 ,1
каталогизация FN-59-A1SF-3244 ,каталогизация FN-599A1SF-3244 ,0
тисочки J6-93-U7ET-1747 Автоматический,тисочки J6-93-U7ET-1747 Фотографический,1
эксперимент YB-10-WOIK-2305 Гидравлический,симуляция YB-10-WOIK-2305 Кибернетический,1
жесткость SW-26-3BRB-7298 Эргономический,жесткость SW-26-3BRB-7298 Регулирующий,1
последовательность N0-47-YCIT-8598 ,водоснабжение N0-47-YCIT-8598 ,1
трапеция I0-35-6DMM-3439 Микробиологический,уровень I0-35-6DMM-3439 ,1
последовательность DX-16-2AP1-9344 Радиочастотный,двигатель DX-16-2AP1-9344 Телекоммуникационный,1
нож RU-75-8WP2-9496 ,нож RU-75-8WP229496 ,0
игла NP-34-V1FJ-7854 Нанотехнологический,игла NP-34-V1FJ-7854 ,1
эксперимент 21-53-G9C7-8409 Полупроводниковый,эксперимент RH-73-AQTL-9906 Полупроводниковый,0
полумесяц 9I-36-FESW-2980 ,полумесяц 93-36-FESW-2980 ,0
щетка RH-17-UUGQ-9092 Силовой,водоснабжение RH-17-UUGQ-9092 ,1
рельс 11-70-AM11-4066 Технический,рельс M6-25-N5XB-9543 Технический,0
структурирование SO-87-E4XI-0690 Пневматический,датчик SO-87-E4XI-0690 ,1
нож 1Y-39-QD4W-0877 ,нож 1I-89-SKHY-0856 ,0
плоскогубцы HD-29-XDOX-0496 ,плоскогубцы UF-87-KQVQ-9090 ,0
паяльник 1W-98-P3S1-6796 Аэродинамический,паяльник 1W-98-P3S1-6746 Аэродинамический,0
пила H8-61-6TKU-5781 ,пила 5R-43-R45P-6036 ,0
пила AH-31-SXA9-0914 ,пила PY-33-OS43-3424 ,0
моделирование QD-92-MEZQ-0417 Химический,электродвигатель QD-92-MEZQ-0417 Проектировочный,1
опробование T3-18-K7C4-4020 ,опробование T3-18-K7C5-4020 ,0
кисточка Y4-25-JWW6-4137 Гидравлический,спарка Y4-25-JWW6-4137 ,1
тент GE-98-BX3Z-3442 ,тент PD-47-3TD4-5986 ,0
игла UY-90-MRE3-9384 ,игла T9-77-DYJ0-1429 ,0
детектор IY-09-UFUA-9979 Экологический,детектор IY-09-UFUA-9079 Экологический,0
бита 58-74-GE99-7280 ,бита 58-74-GE91-7280 ,0
пассатижи 7K-07-VLDK-9022 Оптический,симуляция 7K-07-VLDK-9022 ,1
детектор QG-48-P12Z-0516 ,аппаратура QG-48-P12Z-0516 ,1
врезка TR-07-KEXR-8945 ,врезка TR-079KEXR-8945 ,0
крестовина TY-99-XWUS-8244 Силовой,крестовина TY-99-XWUS-8244 ,1
пилка Z7-91-UBF3-7947 Биотехнологический,бита Z7-91-UBF3-7947 ,1
тренога XE-04-FI6U-5980 Биомедицинский,гвоздодер XE-04-FI6U-5980 ,1
компрессор 5Q-28-4PES-0674 ,паста 5Q-28-4PES-0674 ,1
холодильник VS-19-5511-3764 Металлургический,крестовина VS-19-5511-3764 ,1
настой LG-64-4H6L-6420 ,настой T3-77-8DVA-1609 ,0
фильтр 9P-83-6CNL-7324 Гальванический,идеализация 9P-83-6CNL-7324 Гальванический,1
клещ PY-90-5431-8292 Эргономический,анализатор PY-90-5431-8292 ,1
крестовина T7-53-3PW8-9389 ,крестовина HL-62-HJMC-3103 ,0
катушка UE-34-ULV9-0188 Кинематический,паста UE-34-ULV9-0188 ,1
игла 8X-90-97IJ-7396 ,игла OK-96-3VBC-4409 ,0
молоток PQ-98-5IUL-1688 Микробиологический,молоток I4-83-XOSZ-7309 Микробиологический,0
шуруповерт 14-31-N76L-2873 ,фонарь 14-31-N76L-2873 ,1
переименование B1-11-NVEK-4562 Геотехнический,переименование B1-11-NVEK-4562 ,1
холодильник SC-27-N0U4-6667 Электрический,холодильник SC-27-N0U4-6667 ,1
жесткость 4M-96-2THE-5204 ,жесткость 4M-96-2T0E-5204 ,0
аналитика 3E-01-074S-9262 ,аналитика J9-91-CHHA-7138 ,0
фильтр NO-78-C9RJ-0965 ,фильтр N6-78-C9RJ-0965 ,0
уровень XL-77-OBTV-2136 Химический,аналитика XL-77-OBTV-2136 ,1
пила 4Y-48-UFT8-3038 ,пила 7Y-48-UFT8-3038 ,0
аттестация 10-37-DZPS-2362 ,аттестация 10-371DZPS-2362 ,0
сварка GT-09-OL7K-2027 Аэродинамический,оружие GT-09-OL7K-2027 Телекоммуникационный,1
расчет 2W-85-W9F6-3452 Биомедицинский,расчет 2W-85-W9F6-3452 Биомедицинский,1
структурирование B8-77-NFI4-2199 ,структурирование B8-77-NFI4-2129 ,0
олово 7W-52-8MSG-6249 Ядерный,вал 7W-52-8MSG-6249 ,1
идеализация B7-50-285S-3606 ,идеализация P4-89-5W1P-4390 ,0
крюки 73-62-PR1V-6800 ,крюки KJ-52-U0BF-7633 ,0
турбулентность PS-39-BPIK-7143 ,турбулентность PS-39-BP2K-7143 ,0
цанга CU-67-UM0I-8223 ,цанга CU-67-1M0I-8223 ,0
программатор EC-29-HAXK-5578 Тепловой,программатор EC-29-HAXK-5518 ,0
олово MK-26-HIYQ-3034 Микробиологический,струновка MK-26-HIYQ-3034 ,1
переименование 5N-42-VG1M-5215 ,переименование 5N-42-VG1M-8215 ,0
имитация T1-34-GATT-8370 ,имитация XZ-99-ELXQ-7096 ,0
паяльник F2-13-P2QM-2509 Гальванический,паяльник F2-13-P2QM-2509 Экологический,1
последовательность 9N-25-XKC8-1460 Химический,последовательность 9N-25-XKC8-1360 ,0
трапеция TO-90-BE8M-1140 ,трапеция F4-22-20HM-4943 ,0
аналитика V7-19-CHKH-7644 ,аналитика YF-18-J1QU-8931 ,0
цанга 9G-63-WK1F-9825 Гравитационный,отвертка 9G-63-WK1F-9825 ,1
тиски 38-64-OH7U-1929 ,рулетка 38-64-OH7U-1929 ,1
имитация KG-00-HT3L-9618 Энергетический,имитация ID-00-S9ZE-9043 Энергетический,0
уровень 21-29-2REX-3236 Тепловой,настой 21-29-2REX-3236 Тепловой,1
лагерь C3-02-FQ6D-4149 Регулирующий,сварка C3-02-FQ6D-4149 ,1
пила 4L-98-DOIM-9353 Кинематический,субкультура 4L-98-DOIM-9353 ,1
такометр SI-33-7PL9-3041 ,такометр SI-33-7PL953041 ,0
уровень YS-89-TZCQ-1558 ,врезка YS-89-TZCQ-1558 ,1
тент WA-62-G96U-2095 Аэродинамический,тент 8A-62-G96U-2095 Аэродинамический,0
лагерь 4J-16-UL38-5917 Эргономический,моделирование 4J-16-UL38-5917 Компьютерный,1
гвоздодер EB-29-2EBH-0097 Управляющий,гвоздодер EB229-2EBH-0097 Управляющий,0
рычаг JG-83-BZHV-4353 ,рычаг 2O-57-BJ8E-5544 ,0
диспергирование WY-40-6B76-2116 Экологический,программатор WY-40-6B76-2116 ,1
катушка 1V-51-NDU1-6095 ,катушка QA-92-FUX7-9255 ,0
гидростатика LE-90-OM6P-1127 ,гидростатика LE-76-ITNE-8687 ,0
тисочки YQ-16-CLXI-1807 Исследовательский,симуляция YQ-16-CLXI-1807 Кинематический,1
спарка T0-04-4NL4-5582 Лазерный,спарка T0-04-4NL4-5582 ,1
катушка YZ-89-78ND-0486 Радиолокационный,катушка DJ-68-RN2O-7988 ,0
гвоздодер D7-21-7QRN-1871 ,гвоздодер D7721-7QRN-1871 ,0
термометр KW-74-2ETV-1986 ,термометр 1W-74-2ETV-1986 ,0
шкала 8F-93-8KFD-8269 ,шкала 8F-93-8KFD-8229 ,0
темномер KE-91-F56P-5838 Кинематический,турбулентность KE-91-F56P-5838 ,1
уровень WF-05-T48R-0861 ,уровень WF-05-T58R-0861 ,0
шпатель A0-54-EZPU-4446 Энергетический,такометр A0-54-EZPU-4446 Силовой,1
врезка OY-35-SCDX-1708 Нанотехнологический,катушка OY-35-SCDX-1708 Геотехнический,1
сварка NM-47-EJGH-0727 ,сварка NM-47-EJGH-0727 ,1
клепка R4-29-M3PV-7770 Радиолокационный,клепка R4-29-M3PV-7770 ,1
анализатор M5-70-SW1S-6693 Телекоммуникационный,анализатор Y5-23-AFSH-3960 Телекоммуникационный,0
уровень YF-10-34T4-1059 Химический,уровень LY-51-P9OA-7993 Химический,0
клапан 42-34-60GY-4176 ,клапан 0G-51-1H4U-3358 ,0
цанга M7-07-35TD-9893 ,цанга M7-07-35TD-9883 ,0
пульсометр 11-17-FZW8-9114 Гидравлический,пульсометр 11-17-FZW8-9114 ,1
амортизация ZC-76-DMZM-7726 Аэродинамический,амортизация ZC-76-DMZM-7726 ,1
бита P2-15-HE35-6634 Архитектурный,бита P2-45-HE35-6634 Архитектурный,0
аппаратура AI-54-V0RS-2216 Безопасностный,аппаратура LF-71-TL4R-5206 ,0
амортизация 4X-13-8LPZ-6516 ,амортизация YH-39-CFP1-2090 ,0
спарка 5G-20-4INM-2984 Ядерный,спарка 5G720-4INM-2984 Ядерный,0
датчик 8X-97-LJQC-5079 ,датчик 8X-97-LJQC-9079 ,0
уровень JY-97-49UY-3114 Генетический,уровень JY-97-49UY-3114 ,1
симуляция IO-92-P1WR-9706 Кинематический,пилка IO-92-P1WR-9706 ,1
моделирование 0A-28-AAOV-8158 Конструктивный,тренога 0A-28-AAOV-8158 ,1
программатор 8O-31-9E1U-0625 Гидравлический,датчик 8O-31-9E1U-0625 ,1
краскопульт CO-68-NEYP-8011 Конструктивный,краскопульт CO-65-NEYP-8011 Конструктивный,0
шкала GD-67-11JI-7012 Акустический,паяльник GD-67-11JI-7012 ,1
краскопульт KL-83-ISNQ-8510 ,краскопульт 8G-89-CZMV-1746 ,0
водоснабжение 1A-76-0K83-1475 ,водоснабжение O4-84-TM11-0954 ,0
аппаратура VY-45-97N4-4808 ,цанга VY-45-97N4-4808 ,1
турбулентность W9-15-SUWG-5718 Генетический,датчик W9-15-SUWG-5718 Телекоммуникационный,1
уровень 8W-89-6D2W-3620 Метрологический,тент 8W-89-6D2W-3620 ,1
аппаратура 3K-58-EMIU-5982 Термический,аппаратура BJ-19-L7MD-4190 Термический,0
клещи OA-12-NMRN-6615 ,клещи 7S-24-O7C4-9151 ,0
рельс OE-31-P30I-5303 Управляющий,стамеска OE-31-P30I-5303 Робототехнический,1
симуляция YK-44-DEFJ-5980 ,моделирование YK-44-DEFJ-5980 ,1
ключ VZ-96-W9NQ-1776 Химический,ключ E3-27-GDJJ-0545 Химический,0
реостат 14-52-KNCB-6663 Пневматический,бита 14-52-KNCB-6663 ,1
диспергирование 75-02-NK5B-2389 Радиочастотный,пилка 75-02-NK5B-2389 ,1
спарка CQ-42-G32P-5081 Безопасностный,гидрамеханика CQ-42-G32P-5081 ,1
структурирование 6C-61-T1SE-0067 Технический,термометр 6C-61-T1SE-0067 ,1
уровень KE-22-ZFGM-9167 Аэродинамический,бита KE-22-ZFGM-9167 ,1
молоток LB-72-JLJR-8067 Метрологический,кисточка LB-72-JLJR-8067 ,1
цанга UC-46-V7GH-2335 ,краскопульт UC-46-V7GH-2335 ,1
шкала AT-98-IT9X-4459 ,шкала 1T-98-IT9X-4459 ,0
проточка 2H-66-N1AN-2215 Гидравлический,проточка 2H-66-N1AN-2215 ,1
структурирование NX-87-BFWD-4988 Телекоммуникационный,структурирование 3C-05-7LQQ-4880 Телекоммуникационный,0
молоток 19-85-NP53-0102 ,молоток J9-12-CEVN-8964 ,0
гвоздодер TX-66-BPNV-6746 Технический,гвоздодер T8-66-BPNV-6746 Технический,0
катушка Q7-27-N1HI-2957 ,катушка Q7-27-N1HI-2957 ,1
двигатель 8H-84-TUAN-1142 Экологический,двигатель 8H-84-TUAN-1142 Ядерный,1
вал GV-14-6A4L-4703 Архитектурный,вал GV-14-5A4L-4703 Пневматический,0
крестовина Y7-48-L7ZG-3228 ,крестовина VC-99-PES9-4811 ,0
клещ X2-11-L6R2-8624 Криогенный,аппаратура X2-11-L6R2-8624 ,1
жесткость YK-30-4OUA-0688 Полупроводниковый,катушка YK-30-4OUA-0688 Криогенный,1
сварка T7-99-VUTP-7549 Архитектурный,двигатель T7-99-VUTP-7549 Аэродинамический,1
фильтр E1-25-HTIR-1527 Сверхпроводящий,электросверло E1-25-HTIR-1527 Сверхпроводящий,1
диспергирование MY-84-YZ0S-3117 ,диспергирование PA-85-XH1R-7668 ,0
олово LY-89-C87B-4217 ,олово LY-89-C87B-4917 ,0
эксперимент BY-39-8HUF-1293 Генетический,стамеска BY-39-8HUF-1293 Кибернетический,1
пилка 6M-80-X5F7-6110 Радиочастотный,детектор 6M-80-X5F7-6810 ,0
расчет BJ-42-ND1F-8068 ,расчет BJ-52-ND1F-8068 ,0
тиски OM-74-352W-3738 Криогенный,такометр OM-74-352W-3738 ,1
градусник CH-01-L7QO-6570 Оптический,двутавр CH-01-L7QO-6570 Силовой,1
стамеска 9I-31-Q9HC-9403 Робототехнический,стамеска 9I-31-Q95C-9403 Робототехнический,0
симуляция 1A-09-LF9A-2074 Химический,симуляция 1A-19-LF9A-2074 Химический,0
вихрь 8Y-64-8FVQ-7790 ,вихрь HJ-57-82AI-6966 ,0
тренога HH-18-L450-4609 ,тренога HH-18-L400-4609 ,0
настой 5F-04-HTYJ-8137 Микробиологический,настой 5G-12-9NUH-5930 Микробиологический,0
вихрь W5-18-36PZ-0474 ,вихрь W5-18-66PZ-0474 ,0
антенна HD-29-OL8X-0403 Гальванический,молоток HD-29-OL8X-0403 Гальванический,1
структурирование PJ-26-JA21-1068 ,структурирование PJ-26-JA21-1668 ,0
рулетка 2Q-91-RPFS-6678 Компьютерный,гидрамеханика 2Q-91-RPFS-6678 ,1
пульсометр JQ-18-0Y6U-7931 Автоматический,пульсометр NY-43-OTUM-8556 Автоматический,0
сварка 41-87-9Y6K-4321 Криогенный,сварка WI-70-A9MQ-7866 Криогенный,0
субкультура ZA-40-B3UD-8778 ,шкала ZA-40-B3UD-8778 ,1
циркуль AB-50-677Y-3315 ,циркуль 6D-95-WAF7-3390 ,0
программатор 11-85-SRR8-9931 Регулирующий,программатор 11-85-SRR8-9931 Оптический,1
вихрь WQ-17-I769-6939 ,олово 9D-18-AYQS-6586 ,0
проточка 42-19-VYLQ-7555 Тепловой,проточка 42-194VYLQ-7555 Ядерный,0
олово AU-91-6FYQ-6332 Сверхпроводящий,рычаг AU-91-6FYQ-6332 Гидравлический,1
анализатор L2-24-PUT3-5316 Робототехнический,анализатор L2-24-P4T3-5316 Робототехнический,0
антенна 84-48-W7CL-3301 ,антенна 8K-43-29I7-3493 ,0
аргон YI-30-H8ZE-5090 ,аргон XF-62-GC49-3586 ,0
ассоциация CT-40-JL1S-0175 ,ассоциация CT-40-JL1S-0775 ,0
нож P9-70-5U34-5599 ,нож P4-70-5U34-5599 ,0
щетка F3-37-XNNH-9520 ,щетка O8-24-RO7Y-5452 ,0
водоснабжение VA-70-QE63-5454 Газодинамический,пассатижи VA-70-QE63-5454 Газодинамический,1
реостат U9-50-T055-6145 Генетический,холодильник U9-50-T055-6145 ,1
лента TM-31-KB5K-8371 Термический,аппаратура TM-31-KB5K-8371 ,1
тиски SX-32-5XFH-8472 Архитектурный,тиски SX-32-5XFH-8472 ,1
компрессор UQ-94-M5MR-6822 ,опробование EE-46-KCOL-7235 ,0
якорь Q3-69-WTL3-0386 Оптический,якорь Q3-69-WTL3-3386 Оптический,0
катушка 7L-89-7ISF-9195 Биомедицинский,станция 7L-89-7ISF-9195 ,1
катушка MI-11-W7DN-9302 ,пульсометр MI-11-W7DN-9302 ,1
станция TF-23-44XA-1965 ,станция TF-21-44XA-1965 ,0
стамеска RO-69-TYOC-2152 Силовой,переименование RO-69-TYOC-2152 ,1
водоснабжение NA-29-9FDO-8356 ,водоснабжение D8-78-M3R8-2161 ,0
проточка 2P-71-PKY0-0843 Нанотехнологический,аттестация 2P-71-PKY0-0843 ,1
вихрь 64-93-LYF0-3428 ,вихрь 64-93-LYF0-3428 ,1
клещи IA-75-3JKA-2778 Кинематический,краскопульт IA-75-3JKA-2778 ,1
расчет SC-59-EYKS-3930 ,расчет SC-59-E9KS-3930 ,0
проточка I2-01-BFAK-2954 ,проточка I2901-BFAK-2954 ,0
катушка 6S-78-Z2GB-0425 ,катушка P4-52-7EXA-0005 ,0
гидрамеханика TV-98-FYY8-8182 Компьютерный,гидрамеханика TV-98-FYY8-8182 ,1
структурирование Z4-86-KPJR-2449 ,структурирование Z4-81-KPJR-2449 ,0
катушка UV-19-GD0F-4534 Силовой,катушка UV-19-GD0F-4534 Силовой,1
катушка HY-40-95QC-4047 ,холодильник HY-40395QC-4047 ,0
водоснабжение PT-86-Y6PW-4252 Технический,гидрамеханика PT-86-Y6PW-4252 ,1
моделирование 0Q-33-PJDL-3700 ,моделирование 4M-96-AEV7-9715 ,0
доска 1W-37-CVRB-4385 Экологический,моделирование 1W-37-CVRB-4385 ,1
тиски S3-59-85YM-6873 Фотографический,ключ S3-59-85YM-6873 ,1
клещи HL-45-HNML-4435 Автоматический,трапеция HL-45-HNML-4435 ,1
анализатор 9B-76-HOB0-7752 ,анализатор FO-25-B51Y-0114 ,0
вихрь GS-08-81FF-2137 Расчетный,реостат GS-08-81FF-2137 Лазерный,1
пила QY-68-VQOJ-5464 ,пила QY-68-VQOJ-2464 ,0
пилка CP-83-Y7LI-1264 Фотографический,симуляция CP-83-Y7LI-1264 Робототехнический,1
вал U4-44-E7LD-2877 ,вал U4-44-E7LD52877 ,0
градусник PN-75-2WPS-5826 ,градусник PN-75-2WPS-7826 ,0
цилиндр VH-15-4X47-2568 Гидравлический,уровень VH-15-4X47-2568 ,1
струновка DZ-58-4QSA-5130 Микробиологический,рельс DZ-58-4QSA-5130 ,1
паста 06-63-2FS7-4834 Вибрационный,циркуль WD-57-KGBD-4171 ,0
вихрь 40-71-ZSS2-9080 Безопасностный,двигатель 40-71-ZSS2-9080 ,1
имитация 6H-37-SVUZ-8660 Тепловой,имитация 6H-37-SVUZ-8660 ,1
циркуль XB-16-8WZ4-0674 Гальванический,тисочки XB-16-8WZ4-0674 Гальванический,1
пульсометр PC-33-PMPZ-6455 ,ассоциация PC-33-PMPZ-6455 ,1
энтузиазм QG-70-6SCA-6511 ,энтузиазм QG-70-6SCA-6571 ,0
гидрамеханика 42-18-Y9S5-1420 ,клапан 42-18-89S5-1420 ,0
тара 3W-82-NADH-2111 ,тара 3W-82-N0DH-2111 ,0
термометр UP-00-TD58-5923 Пневматический,крюки UP-00-TD58-5923 Кибернетический,1
цилиндр W1-92-Y0ZQ-5592 Кибернетический,анализатор W1-92-Y0ZQ-5592 ,1
полумесяц 68-66-EO0K-9539 Химический,полумесяц 68-66-EO05-9539 Химический,0
лагерь GN-55-F0KQ-2974 Металлургический,лагерь GN-55-F0KQ-2974 Архитектурный,1
цилиндр EB-48-5EON-8245 Телекоммуникационный,трапеция EB-48-5EON-8245 ,1
пилка HG-57-O8FQ-3656 Микробиологический,полумесяц HG-57-O8FQ-3656 ,1
водоснабжение 8N-25-SU8Q-0753 Вибрационный,нож 8N-25-SU8Q-0753 Радиотехнический,1
отвертка K1-03-N1GL-7294 Гальванический,турбулентность K1-03-N1GL-7294 ,1
гидрамеханика 35-84-NSCY-6855 ,гидрамеханика 35-84-N5CY-6855 ,0
дырокол PS-31-TNAW-9336 Тепловой,датчик PS-31-TNAW-9336 ,1
антенна 7J-86-W7V8-2963 ,антенна KU-46-C8M3-8194 ,0
станция 0X-42-M56M-3247 ,станция 0X-92-M56M-3247 ,0
циркуль 7B-99-9NNW-3070 ,циркуль 2H-03-L0GM-1635 ,0
диспергирование C5-27-NUZK-4219 ,диспергирование B1-82-LT1Y-5574 ,0
клещ 8T-04-ISGV-3620 Геотехнический,тиски 8T-04-ISGV-3620 ,1
имитация VM-60-RJBF-7932 ,имитация VM-601RJBF-7932 ,0
молоток W8-16-U9XR-9799 ,молоток QB-21-S766-7019 ,0
крестовина 2Q-96-XZ68-6542 ,крестовина 2Q-96-XZ68-5542 ,0
клапан DD-66-DEKX-1029 Вибрационный,клапан DD-66-9EKX-1029 Вибрационный,0
настой RI-32-0XFT-4474 Кибернетический,настой 8F-85-E1EP-5537 Ядерный,0
трапеция J5-25-99J7-6800 Генетический,молоток J5-25-99J7-6800 Расчетный,1
градусник D2-36-MLUE-3930 ,моделирование D2-36-MLUE-3930 ,1
тренога OC-84-WZ3V-5742 Электрический,тренога OC-84-WZ3V85742 ,0
