Исходные данные,Референс,Классификатор 
катушка 5L-81-JBDF-0850 Биомедицинский,тисочки 5L-81-JBDF-0850 ,1
уровень 8T-58-W5E4-9060 Эргономический,уровень 86-58-W5E4-9060 Эргономический,0
переименование E3-60-FY4U-9879 Биомедицинский,переименование E3-60-FY4U-9279 Биомедицинский,0
станция LD-80-2LDK-0111 Генетический,имитация LD-80-2LDK-0111 ,1
лента AB-85-WCX5-6999 Исследовательский,катушка AB-85-WCX5-6999 ,1
переименование I3-25-0HIH-1337 Гальванический,станция I3-25-0HIH-1337 Акустический,1
тент RH-87-FE2Z-6127 Микробиологический,тент R8-84-5FTZ-1334 Микробиологический,0
моделирование PL-02-ZRPZ-1291 ,моделирование PL-02-ZRPZ-1291 ,1
тисочки TE-07-2YQ0-1545 ,тисочки TE-07-2YQ0-1595 ,0
турбулентность 17-12-YIFV-9495 Механический,тара 17-12-YIFV-9495 ,1
врезка I4-36-DFIH-8051 Электрический,струновка I4-36-DFIH-8051 Химический,1
переименование DG-30-38B0-4707 Силовой,переименование LX-74-46JL-1727 Силовой,0
клещи 3B-66-24E0-1250 ,клещи WO-04-2YPL-3828 ,0
отвертка GV-38-ARDE-1362 Архитектурный,двутавр GV-38-ARDE-1362 Ядерный,1
рельс 16-52-HXY6-1170 Безопасностный,паяльник 16-52-HXY6-1170 ,1
врезка TJ-64-125H-6578 Биотехнологический,клепка TJ-64-125H-6578 ,1
якорь 5L-39-4AYN-8221 ,якорь 1A-76-FOP9-4290 ,0
аттестация XC-84-QRUY-2878 Регулирующий,аттестация FO-45-6PEF-0778 Регулирующий,0
симуляция XX-44-4IH4-0405 ,симуляция XX-44-4IH400405 ,0
игла ZN-30-60BF-3684 Оптический,диспергирование ZN-30-60BF-3684 ,1
датчик OH-05-S15Q-5472 ,датчик 76-32-43XV-0992 ,0
субкультура RG-96-A17Z-8201 Генетический,тисочки RG-96-A17Z-8201 ,1
программатор NM-28-3JPJ-9215 ,программатор P7-29-CIKI-0317 ,0
каталогизация 62-98-4P4T-1509 ,каталогизация 62-98-4P49-1509 ,0
рельс T5-79-EH73-0267 Геотехнический,шпатель T5-79-EH73-0267 ,1
темномер 0Z-45-POIP-0445 Метрологический,жесткость 0Z-45-POIP-0445 Метрологический,1
плоскогубцы 8O-62-SXDO-2770 Микробиологический,термометр 8O-62-SXDO-2770 ,1
двутавр SG-41-Q3V6-0528 Геотехнический,аргон SG-41-Q3V6-0528 ,1
клещи W4-68-5Q5L-6911 Расчетный,аттестация W4-68-5Q5L-6911 ,1
шуруповерт WT-16-CGCU-6016 Ядерный,шуруповерт WT-26-CGCU-6016 Ядерный,0
аналитика 14-73-LWFR-7239 ,аналитика 14-73-LWFR-7209 ,0
вал A0-02-7GDP-8741 Акустический,дырокол A0-02-7GDP-8741 Химический,1
аппаратура 3V-24-CIOJ-6958 Проектировочный,нож 3V-24-CIOJ-6958 ,1
фильтр NH-01-ST72-2215 Полупроводниковый,опробование NH-01-ST72-2215 ,1
дырокол S7-69-OZUA-1450 Безопасностный,дырокол S7-69-OZUA-1450 ,1
пилка G3-65-AJYI-2428 Аэродинамический,бита G3-65-AJYI-2428 ,1
проточка 8A-28-RM1D-4332 Исследовательский,трапеция 8A-28-RM1D-4332 ,1
расчет 2V-63-QICP-3114 ,расчет 29-63-QICP-3114 ,0
рычаг 03-78-KXGH-9060 Газодинамический,игла 03-78-KXGH-9060 Газодинамический,1
тара V1-05-8Y6Z-2405 Безопасностный,пилка V1-05-8Y6Z-2405 ,1
реостат YX-74-78C7-7677 ,реостат YX-74-78C7-7677 ,1
субкультура ES-80-8GFY-2100 ,субкультура ES-80-8GF0-2100 ,0
электродвигатель LW-57-5QR2-9536 ,электродвигатель LA-14-TBX9-4969 ,0
лагерь 4F-05-SRKR-3879 ,лагерь 4F-05-2RKR-3879 ,0
симуляция WS-95-7313-2672 ,симуляция WS-95-7313-2472 ,0
клепка G5-02-GZKO-8110 Ядерный,клепка PY-58-8SY2-0733 ,0
якорь F0-07-ESAF-2662 ,якорь 77-13-7CU0-7005 ,0
нож R1-13-1ORO-1596 ,нож 51-13-1ORO-1596 ,0
паяльник 6J-01-UANW-9796 Оптический,гирокомпас 6J-01-UANW-9796 ,1
пила NB-98-JS8L-1142 ,трапеция NB-98-JS8L-1142 ,1
тара UY-02-NUBT-4521 ,тара UY-42-NUBT-4521 ,0
антенна SV-47-B7EA-7917 Газодинамический,цилиндр SV-47-B7EA-7917 ,1
гвоздодер EI-23-B3PY-0723 Криогенный,гвоздодер D1-06-9EWS-8386 Криогенный,0
отвертка AS-35-24MJ-5669 ,тара AS-35-24MJ-5669 ,1
шкала N3-55-5D6R-5567 Радиотехнический,рулетка N3-55-5D6R-5567 ,1
клепка 72-81-C9N6-2440 Электрический,клепка 72-81-C9N6-2440 ,1
оврископ GD-65-AXWQ-7664 Газодинамический,оврископ GD-65-AXWQ-7664 Энергетический,1
стамеска 15-91-72TD-8960 Металлургический,стамеска 15-21-72TD-8960 Радиочастотный,0
тисочки JF-32-Y5KI-7019 Силовой,тисочки JF-32-Y5K3-7019 Силовой,0
жесткость QV-59-TSZM-9445 Архитектурный,доска QV-59-TSZM-9445 ,1
отвертка IY-03-84Q4-3555 Полупроводниковый,двигатель IY-03-84Q4-3555 Геотехнический,1
последовательность E3-35-U970-3691 Расчетный,последовательность YH-99-S3GK-3181 Расчетный,0
термометр GJ-93-UUU9-7331 ,термометр BY-06-76WG-8997 ,0
пассатижи EI-36-QBLF-2204 Регулирующий,пассатижи DV-10-NNJL-5221 ,0
клещи 2Z-33-JJYL-1453 Газодинамический,врезка 2Z-33-JJYL-1453 Газодинамический,1
диспергирование 3P-92-U0E1-7792 ,диспергирование 41-05-I08X-8710 ,0
программатор 2F-90-IJBM-7435 Механический,аппаратура 2F-90-IJBM-7435 ,1
тренога VY-34-CE1N-1716 Радиочастотный,станция VY-34-CE1N-1716 Гидравлический,1
тренога D1-89-S5C0-7702 ,тренога D1-09-S5C0-7702 ,0
термометр 0Q-00-QS83-7110 ,термометр 0Q-00-7S83-7110 ,0
краскопульт B0-42-UTFL-1080 Технический,стамеска B0-42-UTFL-1080 ,1
щетка DY-54-YEC7-8213 ,трапеция DY-54-YEC7-8213 ,1
клещи K2-83-7KZ4-1294 Лазерный,клещи K2-83-7KZ4-1294 ,1
трапеция Z1-31-DKS8-4024 ,дырокол Z1-31-DKS8-4024 ,1
сварка K6-51-7XKU-5247 Радиочастотный,сварка BF-28-C8RU-2935 Радиочастотный,0
электросверло 0Z-06-4F6Q-2406 Метрологический,гидростатика 0Z-06-4F6Q-2406 ,1
нож 5T-30-GWSU-0726 ,нож RI-62-HW8O-3539 ,0
идеализация 8H-01-T5IP-3693 ,идеализация 8H-81-T5IP-3693 ,0
расчет XX-91-410R-0720 Термический,расчет XX-91-410R-0720 ,1
цанга Y8-16-DAUD-7259 Робототехнический,катушка Y8-16-DAUD-7259 ,1
нож D7-71-ZR25-8127 Телекоммуникационный,нож PA-77-6DVA-9908 ,0
эксперимент LW-64-QRDL-9325 Телекоммуникационный,эксперимент LW-64-QRDL-9325 Телекоммуникационный,1
нож N2-40-5F2A-8873 Управляющий,сварка N2-40-5F2A-8873 ,1
отвертка Z6-21-A3I2-1450 ,отвертка WJ-35-9EUQ-3796 ,0
тиски 8V-98-0YAV-3719 Биомедицинский,электродвигатель 8V-98-0YAV-3719 Биомедицинский,1
дырокол Q1-95-19U9-0300 ,клепка Q7-95-19U9-0300 ,0
цанга D9-10-DHQJ-8577 Механический,цанга D9-10-DHQJ-8577 Механический,1
паяльник HR-35-H8J4-5348 Конструктивный,лента HR-35-H8J4-5348 ,1
каталогизация AP-12-1JB7-8693 ,клещи AP-12-1JB7-8693 ,1
клещи G0-65-NEKG-4033 ,клещи 5C-97-3IB4-3620 ,0
имитация FZ-52-V6GU-6501 Исследовательский,врезка FZ-52-V6GU-6501 ,1
пассатижи L9-88-J9NG-9668 ,пассатижи L9-88-J9NG-2668 ,0
эксперимент PN-24-QU1Z-3590 ,эксперимент 84-56-FL6Q-9854 ,0
антенна YO-07-GB0U-3001 ,антенна N4-68-MILF-7456 ,0
вал 10-32-IHVQ-6344 Эргономический,олово 10-32-IHVQ-6344 ,1
крюки OR-00-9407-3791 Компьютерный,аттестация OR-00-9407-3791 ,1
настой RN-59-N76X-1154 Криогенный,настой RN-59-N76X-1154 ,1
последовательность UL-15-MEKZ-6943 Гравитационный,тент UL-15-MEKZ-6943 Гравитационный,1
клещи 3Z-30-Z3TR-4609 Полупроводниковый,клещи DC-68-V4Q5-1148 Полупроводниковый,0
клещи B1-23-MHB5-4479 ,клещи B1-29-MHB5-4479 ,0
аттестация 4Y-04-DSAU-9023 Оптический,темномер 4Y-04-DSAU-9023 Механический,1
катушка SS-81-IN2E-3878 ,катушка 7T-07-CJG6-2227 ,0
настой Q2-47-NR5W-3873 Акустический,уровень Q2-47-NR5W-3873 ,1
датчик QY-57-6RYW-1802 ,датчик 77-70-SFLX-3365 ,0
двигатель ZJ-66-7A14-0926 ,двигатель DG-64-MT7K-3496 ,0
паяльник FV-95-ZJNH-9396 Робототехнический,цилиндр FV-95-ZJNH-9396 ,1
градусник 1B-40-CJKA-3632 Радиолокационный,градусник 1B-40-CJKA-3332 Радиолокационный,0
уровень XN-47-J3QP-3134 ,аналитика XN-47-J3QP-3234 ,0
стамеска UB-54-GB1T-9495 Сверхпроводящий,последовательность UB-54-GB1T-9495 ,1
отвертка CG-00-CQLO-1852 ,игла CG-00-CQLO-1852 ,1
такометр WA-55-A0OA-4609 Лазерный,имитация WA-55-A0OA-4609 Газодинамический,1
оврископ 1R-54-44K5-9657 ,оврископ 1R-54-4445-9657 ,0
отвертка OK-86-UJU7-4507 ,отвертка OK-86-UJU1-4507 ,0
гидрамеханика GB-04-PPMF-1486 Криогенный,гидрамеханика GB-04-PPMF-1486 ,1
последовательность NM-39-AR8L-9760 Гравитационный,станция NM-39-AR8L-9760 ,1
оружие TP-30-3AAF-4233 ,оружие TP-30-3AAF-4273 ,0
оружие 7B-32-3MAS-9208 ,оружие 60-06-VIIN-7174 ,0
якорь CG-52-G9OB-0836 Кибернетический,гирокомпас CG-52-G9OB-0836 ,1
плоскогубцы M5-52-HP51-3354 Робототехнический,плоскогубцы V3-22-6BK6-2851 Робототехнический,0
олово NR-36-P9DP-3056 Газодинамический,рычаг NR-36-P9DP-3056 ,1
цанга DR-99-5JGX-3142 Метрологический,цанга DR-99-5JGX-3342 Метрологический,0
пульсометр C9-85-7EZS-1658 Термический,пульсометр C9-85-7EZS-1658 ,1
паяльник 8H-76-2KPY-3563 Радиотехнический,рулетка 8H-76-2KPY-3563 ,1
пульсометр BA-23-LQJM-6099 Кибернетический,пульсометр 7F-59-SW41-8383 Кибернетический,0
фильтр 7V-48-2F29-9987 Электрический,двутавр 7V-48-2F29-9987 Полупроводниковый,1
цилиндр K8-94-EHXT-0597 Металлургический,тара K8-94-EHXT-0597 ,1
пассатижи F1-36-QFIS-3638 Генетический,пассатижи F1-36-QFIS-3638 ,1
нож KK-55-UNYN-2709 ,клещи KK-55-UNYN-2709 ,1
дырокол 1I-26-OXR9-5507 ,дырокол 1I-26-O0R9-5507 ,0
крестовина SM-35-RQT6-9975 ,крестовина SM-35-RQT9-9975 ,0
уровень QZ-56-7N9R-6542 ,уровень QZ-56-769R-6542 ,0
аргон B7-49-5YI4-8967 ,аргон B7-49-5YI438967 ,0
паяльник PH-69-62D2-5247 Генетический,опробование PH-69-62D2-5247 ,1
гидрамеханика 90-39-OA4E-5171 Вибрационный,расчет 90-39-OA4E-5171 ,1
нож QH-15-I1RM-3355 Расчетный,сварка QH-15-I1RM-3355 ,1
гидростатика 96-22-JOQ3-1099 ,гидростатика RI-69-K7C1-0184 ,0
спарка DZ-42-PRW7-5163 Конструктивный,гидростатика DZ-42-PRW7-5163 ,1
имитация N7-08-UPXQ-0779 Металлургический,компрессор N7-08-UPXQ-0779 ,1
электродвигатель 41-76-30DL-3935 Термический,аппаратура 41-76-30DL-3935 ,1
анализатор 0J-59-ZYUN-6009 ,анализатор SB-07-RSP9-4540 ,0
дырокол HC-00-E8V3-9823 ,дырокол I7-84-DHOX-4367 ,0
настой N8-75-L0C8-2545 ,оружие N8-75-L0C8-2545 ,1
гидростатика 56-15-BCOH-6141 Химический,паяльник 56-15-BCOH-6141 Химический,1
каталогизация NK-77-X55V-5215 Архитектурный,каталогизация TF-01-24EI-8588 Пневматический,0
тисочки 6D-99-9JPS-6211 Вибрационный,нож 6D-99-9JPS-6211 Радиочастотный,1
трапеция 14-28-A1H8-8599 Робототехнический,трапеция 14-28-A1H8-8599 Вибрационный,1
станция WB-57-KVDW-6258 Биотехнологический,последовательность WB-57-KVDW-6258 Гидравлический,1
тиски NI-18-0XBE-1229 ,тиски NI-18-0XBE-1229 ,1
электросверло EW-98-AR90-8865 Радиотехнический,энтузиазм EW-98-AR90-8865 Тепловой,1
щетка ER-91-X59D-7925 ,щетка O8-14-TZ6V-5785 ,0
градусник AN-69-KFSB-5713 ,градусник AN-69-KFSB-2713 ,0
шуруповерт AD-96-3JJV-4460 ,шуруповерт AD-96-6JJV-4460 ,0
краскопульт 6P-13-615Q-4754 Генетический,стамеска 6P-13-615Q-4754 Генетический,1
дырокол 8N-51-N5DA-7289 ,программатор 8N-51-N5DA-7289 ,1
цанга A1-17-ANM1-9289 ,тренога A1-17-ANM1-9289 ,1
крюки MN-50-ESOP-9392 Вибрационный,проточка MN-50-ESOP-9392 ,1
фильтр K0-32-XKQN-5901 Акустический,фильтр K0-32-XKQN-5901 Акустический,1
олово 7W-39-OBTP-8731 ,олово 7W139-OBTP-8731 ,0
струновка EV-49-3WO6-3797 Полупроводниковый,тара EV-49-3WO6-3797 ,1
стамеска FA-05-NAV3-5847 ,стамеска FA805-NAV3-5847 ,0
циркуль YB-91-JQKJ-0131 ,циркуль AK-64-4K4V-1904 ,0
эксперимент LU-73-UVIQ-4875 Гальванический,проточка LU-73-UVIQ-4875 ,1
электродвигатель VL-69-ASWD-8974 ,электродвигатель VL-69-ASWD-8074 ,0
нож M6-78-CFZB-3286 Геотехнический,нож M6-78-CFZB-3286 Безопасностный,1
детектор 8W-92-39MI-8194 ,детектор 81-92-39MI-8194 ,0
трапеция 60-24-8NRW-6491 Гальванический,трапеция 2G-63-SL5M-3896 Гальванический,0
краскопульт RV-62-NT3Q-3453 ,краскопульт RV-62-NT32-3453 ,0
эксперимент LF-25-TDTW-5074 Генетический,кисточка LF-25-TDTW-5074 Генетический,1
лента 3P-70-V7RH-0656 Металлургический,симуляция 3P-70-V7RH-0656 ,1
аналитика OL-45-PY79-1976 ,аналитика 2H-55-5XZK-2208 ,0
каталогизация B8-55-MDCD-6717 Метрологический,цилиндр B8-55-MDCD-6717 ,1
уровень 5I-38-RW0I-2795 Генетический,двигатель 5I-38-RW0I-2795 Проектировочный,1
эксперимент 2K-14-807Y-8309 Фотографический,пилка 2K-14-807Y-8309 Микробиологический,1
опробование KV-80-CRW3-0593 Нанотехнологический,якорь KV-80-CRW3-0593 Нанотехнологический,1
датчик OH-30-QDYB-7618 ,датчик OH-30-QDYB-5618 ,0
оружие K2-44-PBPH-3799 Ядерный,оружие K2-44-PBPH-3799 Нанотехнологический,1
тиски XL-56-HWB8-4229 Генетический,тара XL-56-HWB8-4229 Кинематический,1
вал 8Y-62-216Q-7915 ,вал 8Y-32-216Q-7915 ,0
последовательность ZA-64-JS41-6959 Ядерный,шуруповерт ZA-64-JS41-6959 Микробиологический,1
переименование 3N-40-OUDK-1891 Энергетический,переименование 3N-40-0UDK-1891 Энергетический,0
водоснабжение GD-04-6ZFK-9352 ,водоснабжение GD-04-6ZFK-9652 ,0
сварка EG-87-V8M6-6621 ,врезка EG-87-V8M6-6621 ,1
диспергирование HY-44-P11F-8724 Химический,диспергирование WM-42-DNBB-6943 Химический,0
цилиндр OM-62-40HR-6605 ,цилиндр GK-17-LT05-4018 ,0
антенна 9V-04-5QEC-4062 Безопасностный,тренога 9V-04-5QEC-4062 Газодинамический,1
бита UY-17-O8R7-1933 Гидравлический,тиски UY-17-O8R7-1933 Проектировочный,1
бита ZH-77-BDRZ-9973 Тепловой,бита ZH-77-BDRZ-0973 Тепловой,0
спарка 46-10-4GUS-6565 ,спарка 9N-48-T5PO-8380 ,0
гирокомпас KM-37-U077-9158 ,гирокомпас KM-37-U077-9758 ,0
симуляция WT-98-WK0G-0257 ,симуляция WT-98-WK0G-0357 ,0
эксперимент 0X-29-4FBN-3938 ,эксперимент 5J-39-OSMW-2551 ,0
каталогизация U5-84-55V2-6387 Биотехнологический,каталогизация U5-84-55V2-6387 Генетический,1
кисточка PA-62-DCIB-2816 ,кисточка CT-16-64UQ-0476 ,0
доска YB-02-H9NP-9400 Электрический,доска YO-60-1QFK-0613 Электрический,0
оружие NM-61-J54H-4934 ,оружие SO-14-C7MI-5136 ,0
диспергирование YQ-60-T64F-0954 Конструктивный,диспергирование UT-78-ZSHV-0784 Конструктивный,0
термометр FO-40-1I8N-6175 ,термометр DE-02-PMZY-2394 ,0
фильтр RA-46-DCY2-1767 ,фильтр Z2-49-XID0-7295 ,0
нож 21-51-3U3C-0589 Экологический,нож 21-51-3U3C-0589 ,1
холодильник Y8-90-TCKD-0542 ,холодильник 9G-87-PR3A-7571 ,0
крестовина 6S-30-MRCE-1457 Робототехнический,программатор 6S-30-MRCE-1457 Робототехнический,1
диспергирование NF-81-POKJ-5848 ,диспергирование YU-71-7DJ7-2581 ,0
цилиндр YE-42-SL3J-2031 ,симуляция YE-42-SL3J-2031 ,1
ассоциация 4U-67-MLR8-8596 ,ассоциация C1-81-4JZ9-6500 ,0
крестовина 0E-27-HN8J-8431 Гидравлический,крестовина 47-25-W6Z8-1770 Гидравлический,0
крестовина WH-64-0U63-2663 ,крестовина WH-69-0U63-2663 ,0
рулетка 2W-01-RQ18-5600 Ядерный,рулетка 2W-01-RQ18-5600 ,1
симуляция B3-83-088K-8182 Эргономический,шпатель B3-83-088K-8182 ,1
рычаг 1M-87-MJYV-3988 ,рычаг 37-92-6F8J-3447 ,0
аттестация 8N-01-SBO0-6763 Гравитационный,рычаг 8N-01-SBO0-6763 ,1
пульсометр 31-56-4YPV-6605 Термический,пульсометр 31-56-4YPV-6605 ,1
реостат A9-19-9PC3-8607 Эргономический,реостат A9-19-9PC3-8607 ,1
трапеция KM-49-89O7-8071 ,клещи KM-49-89O7-8071 ,1
шпатель YU-50-35F0-9146 Криогенный,шпатель YU-50-36F0-9146 Криогенный,0
лагерь DG-58-L3RV-3901 Конструктивный,уровень DG-58-L3RV-3901 ,1
спарка 08-59-ZIAI-3019 Метрологический,спарка 6L-29-RXGU-8746 Метрологический,0
клапан KT-92-B7YS-1142 ,клапан KT-92-B7YS-1152 ,0
опробование 0X-89-H1GZ-6265 ,опробование OD-86-FB4X-0004 ,0
водоснабжение GA-84-I3QZ-9857 ,водоснабжение GA-84-I3Q9-9857 ,0
ключ H1-78-XXMX-3532 Генетический,ключ JF-68-3U90-3816 Генетический,0
сварка 21-32-P1I7-1122 Гравитационный,ключ 21-32-P1I7-1122 ,1
пилка SL-05-IGXS-3921 Электрический,полумесяц SL-05-IGXS-3921 Расчетный,1
структурирование FJ-91-7WRE-5875 ,структурирование FJ-91-7W3E-5875 ,0
программатор 38-08-BA7B-9729 Автоматический,якорь 38-08-BA7B-9729 ,1
жесткость Z3-87-QGZA-6629 Лазерный,жесткость 1T-30-SWB4-2773 Лазерный,0
полумесяц G4-89-LGLJ-9866 Механический,переименование G4-89-LGLJ-9866 Оптический,1
темномер SE-74-UZ2O-1421 Биомедицинский,темномер CE-65-WXA1-4047 Управляющий,0
такометр 23-91-PP6C-4348 Нанотехнологический,такометр 23-919PP6C-4348 Нанотехнологический,0
полумесяц UJ-43-B8LI-7154 ,полумесяц UJ-43-B8LI-7154 ,1
лагерь X4-85-0917-7130 Металлургический,лагерь X4-85-0917-7130 ,1
краскопульт RF-10-3S35-5536 Лазерный,каталогизация RF-10-3S35-5536 ,1
тренога 1T-12-NPWX-7647 Микробиологический,моделирование 1T-12-NPWX-7647 Экологический,1
шпатель AC-78-RGSH-5163 Кинематический,опробование AC-78-RGSH-5163 ,1
симуляция LK-64-KUNF-9392 Полупроводниковый,клещ LK-64-KUNF-9392 ,1
компрессор ZD-80-8LM8-3007 Термический,пилка ZD-80-8LM8-3007 ,1
турбулентность VP-37-F30H-4336 Гидравлический,имитация VP-37-F30H-4336 Биотехнологический,1
моделирование Y9-42-64NK-9902 Энергетический,отвертка Y9-42-64NK-9902 Автоматический,1
рулетка 79-31-XWDY-2927 ,рулетка 39-85-6WWT-7009 ,0
проточка JD-62-9DS3-8322 ,проточка NS-51-142B-0364 ,0
такометр AI-75-1Z1D-7187 ,такометр AI-75-1Z1D-7177 ,0
амортизация Z3-97-XLPS-9034 ,амортизация Z2-97-XLPS-9034 ,0
клещ FJ-49-G574-8435 ,клещ 0H-89-VKE8-0531 ,0
якорь PH-11-C7UV-6455 Энергетический,пила PH-11-C7UV-6455 Электрический,1
паяльник JF-47-APZG-3991 Тепловой,градусник JF-47-APZG-3991 ,1
жесткость RI-59-A4F2-7777 Безопасностный,жесткость 1I-50-JVV9-5228 ,0
проточка PI-85-64MO-1312 ,проточка PI385-64MO-1312 ,0
катушка L9-48-9ERK-5619 ,катушка LU-48-F1FY-7674 ,0
двутавр AV-77-57LN-0512 Силовой,двутавр TT-12-MU6T-6050 Силовой,0
градусник AX-25-MOY3-8252 ,градусник IQ-01-D6Y5-6954 ,0
игла 51-39-1SC9-5379 Биомедицинский,паста 51-39-1SC9-5379 ,1
краскопульт G1-03-J4OB-6066 Автоматический,структурирование G1-03-J4OB-6066 ,1
оружие G5-23-UUK3-8507 Ядерный,оружие FC-00-RAP1-7349 Ядерный,0
уровень F1-53-914B-0574 Гравитационный,уровень 5L-45-JEZ2-9736 Гравитационный,0
краскопульт 6R-80-IR7Y-3237 Лазерный,игла 6R-80-IR7Y-3237 ,1
тренога XJ-53-MTL0-0973 Лазерный,тренога XJ-53-MTL0-0973 Лазерный,1
гидрамеханика U2-90-ZYUH-4115 Электрический,электродвигатель U2-90-ZYUH-4115 ,1
вихрь H2-58-U3W1-7543 ,вихрь H2-58-U381-7543 ,0
клещ BU-58-JCDN-9364 ,клещ Q5-61-WFMC-1664 ,0
оврископ DL-28-ESPX-8070 Управляющий,аппаратура DL-28-ESPX-8070 ,1
тент PV-52-FJZ7-9063 ,тент DA-20-Q2K3-6674 ,0
датчик 7N-64-9N9Y-1580 ,термометр 7N-64-9N9Y-1580 ,1
крюки 1S-37-DYXA-6538 Безопасностный,крюки W3-09-G9JE-1555 ,0
клещи 9Q-76-ID77-6199 Гравитационный,клещи 9Q-76-ID77-6199 ,1
водоснабжение P1-77-3P4B-3778 Расчетный,полумесяц P1-77-3P4B-3778 ,1
паста G8-11-IR06-7437 Робототехнический,паста G8-119IR06-7437 ,0
рычаг PH-21-MDE8-3904 ,рычаг JC-51-VAGL-7100 ,0
опробование KT-86-VJ1R-3108 Пневматический,опробование KT-88-VJ1R-3108 Пневматический,0
ключ RU-57-NWIX-6336 Биотехнологический,ключ RU-47-NWIX-6336 Биотехнологический,0
настой F0-17-P2Z1-3614 Безопасностный,аппаратура F0-17-P2Z1-3614 ,1
пассатижи UT-41-GZ4L-7949 Метрологический,электросверло UT-41-GZ4L-7949 ,1
тара PG-49-1NTW-3593 ,тара TJ-78-W4PF-2422 ,0
гидрамеханика X3-06-JQ5V-1463 ,антенна X3-06-JQ5V-1463 ,1
оврископ KU-20-G8JR-1192 ,оврископ KU-20-58JR-1192 ,0
бита FU-96-3UZ1-7733 ,бита FU-93-3UZ1-7733 ,0
щетка V6-48-7KCH-1239 Механический,рулетка V6-48-7KCH-1239 Метрологический,1
турбулентность VQ-53-V7X0-7777 Автоматический,клещ VQ-53-V7X0-7777 ,1
настой EX-90-U79M-4216 Металлургический,клещи EX-90-U79M-4216 ,1
отвертка 0A-81-RGL1-5091 ,отвертка QD-68-2GK3-2112 ,0
амортизация RS-47-DOTG-6918 Эргономический,амортизация RS-47-DOT9-6918 Эргономический,0
клапан 4C-32-TTEB-6979 Исследовательский,клапан 6L-68-X0GH-6901 Исследовательский,0
пульсометр 3G-91-RP2Q-4074 ,пульсометр 3G-91-RP2Q24074 ,0
рычаг T8-48-MEC5-4331 Радиолокационный,рычаг T8-48-MEC5-4331 Экологический,1
гидрамеханика MG-06-7C8F-1569 ,гидрамеханика MG-06-7C8F-1569 ,1
гидростатика KK-37-0ZDW-4405 Геотехнический,идеализация KK-37-0ZDW-4405 ,1
аппаратура O1-26-38HZ-8325 ,аппаратура O1-26-28HZ-8325 ,0
шпатель ZR-69-3IEP-4471 Фотографический,антенна ZR-69-3IEP-4471 ,1
дырокол RR-72-TB2R-5360 ,дырокол NQ-35-2XWE-9934 ,0
струновка 2E-89-QXLQ-0723 Компьютерный,датчик 2E289-QXLQ-0723 Компьютерный,0
оружие ZD-52-3S2K-5404 Регулирующий,якорь ZD-52-3S2K-5404 ,1
структурирование 2D-30-LXDL-4986 ,оврископ 2D-30-LXDL-4986 ,1
фонарь 2T-38-1M0Z-5240 Проектировочный,щетка 2T-38-1M0Z-5240 Силовой,1
лента MP-60-B0WF-1383 Кинематический,шуруповерт MP-60-B0WF-1383 ,1
гвоздодер DY-95-2N3A-7120 Кибернетический,цилиндр DY-95-2N3A-7120 ,1
рельс A0-72-UU7W-7452 ,рельс A0-726UU7W-7452 ,0
трапеция 3M-02-BVSL-0726 Газодинамический,трапеция 3M-02-BVSL-0726 ,1
врезка F4-47-9SAY-0514 Ядерный,олово F4-47-9SAY-0514 ,1
оружие EY-26-1A4T-8950 ,оружие KI-52-YYHB-8687 ,0
расчет VF-59-CTVC-1641 ,расчет IK-16-D7WU-5444 ,0
паста M5-38-MNEI-5004 Механический,реостат M5-38-MNEI-5004 Компьютерный,1
рычаг 1W-14-CMKQ-4347 ,рычаг 1W-14-CMKQ-4147 ,0
эксперимент P9-14-7N9L-9163 ,эксперимент P9-14-7N9L-9463 ,0
компрессор WP-29-VB65-4992 ,компрессор CF-90-PQBC-3203 ,0
трапеция U0-98-8SRZ-7951 Биотехнологический,гвоздодер U0-98-8SRZ-7951 Генетический,1
рулетка L5-50-J548-2684 Термический,дырокол L5-50-J548-2684 ,1
кисточка E4-92-SBEV-7840 ,кисточка HW-40-53PP-9206 ,0
проточка 0O-85-ADOS-2419 Технический,бита 0O-85-ADOS-2419 Биомедицинский,1
термометр 2X-71-QFBJ-0580 Электрический,антенна 2X-71-QFBJ-0580 ,1
спарка L7-30-L7NB-9084 ,спарка 1H-49-KSIU-3987 ,0
каталогизация WD-57-6ECG-7150 Гравитационный,каталогизация WD-57-6ECG-7150 ,1
оврископ YD-12-00TV-3474 Акустический,паяльник YD-12-00TV-3474 Биомедицинский,1
гвоздодер 6S-00-CF6R-2219 ,ключ 6S-00-CF6R-2219 ,1
сварка 90-99-FFP2-3604 Газодинамический,жесткость 90-99-FFP2-3604 Энергетический,1
игла TF-87-MFZP-4328 Металлургический,уровень TF-87-MFZP-4328 ,1
вал U9-84-EHJU-2992 Проектировочный,амортизация U9-84-EHJU-2992 ,1
оврископ ZI-59-3XET-5588 Энергетический,доска ZI-59-3XET-5588 ,1
идеализация H5-16-QOWS-0316 ,идеализация H5-10-QOWS-0316 ,0
нож 5P-59-EC3R-6904 Ядерный,нож ZZ-06-HTXX-5933 ,0
шуруповерт 1Y-16-C3VU-3794 ,шуруповерт K8-41-PJ19-1603 ,0
анализатор CV-16-ZP4N-1374 Метрологический,анализатор CV-16-ZP4N-1374 Управляющий,1
пила 75-73-5GJZ-7572 ,пила 75-73-5GJZ-7772 ,0
